SOURCE_OF_TAXON,WUS_SOURCE,TAXON,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,SECONDARY_ASSOCIATED_CROP_COMMON_NAME,GENUS,SPECIES,RANK,INFRASPECIFIC,scientificName,UNABLE_TO_ASSIGN_GEO_DISTR,INFRASPECIFIC_COLLECTIONS_ASSIGNED,FINEST_TAXON_RESOLUTION,CWR,WUS,GENETIC_RELATIONSHIP_NOTES,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,GRAFTSTOCK,ABIOTIC_TRAIT_2,ABIOTIC_TRAIT_3,BIOTIC_TRAIT_1,BIOTIC_TRAIT_2,FERTILITY_TRAIT,AGRONOMIC_TRAIT_1,AGRONOMIC_TRAIT_2,AGRONOMIC_TRAIT_3,PHENOLOGICAL_TRAIT,ROUNDED_G_RANK,ROUNDED_N_RANK,CURRENT_US_DISTRIBUTION,CURRENT_CA_DISTRIBUTION,COSEWIC_DESC
GRIN-Global 2021,Kuhnlein and Turner 2020,Allium schoenoprasum,"Onions, Garlic, Leeks",,Allium,Allium schoenoprasum,NA,NA,Allium schoenoprasum L.,,N,N,Y,Y,,gathered as 'wild chives',Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,,,,,,,,,,,G5,N5,"AK(SNR), CO(S1), CT(SNR), ID(SNR), IL(SNA), IN(SNR), MA(SNR), MD(SNR), ME(SNA), MI(S2), MN(S1), MO(SNR), MT(S4), NH(S1), NV(SNR), NY(S1), OH(SNR), OR(SNR), PA(SNA), RI(SNA), UT(SNR), VA(SNR), VT(S1), VT(S1), WA(SNR), WI(SNR), WY(S4)","AB(S4), BC(S5), LB(SU), MB(S3S4), NB(S4), NF(S2S3), NS(S2), NT(S4), NU(SU), ON(S4), ON(S4), PE(SU), SK(S3), YT(S4)",
GRIN-Global 2021,Kuhnlein and Turner 2020,Allium schoenoprasum var. schoenoprasum,"Onions, Garlic, Leeks",,Allium,Allium schoenoprasum,var.,schoenoprasum,Allium schoenoprasum var. schoenoprasum,,N,Y,Y,Y,,gathered as 'wild chives',N,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,,,,,,,,,,,T5,NNA,"AK(SNA), CT(SNA), ID(SNA), IL(SNA), IN(SNA), MA(SNR), ME(SNA), MI(SNA), OR(SNA), PA(SNA), RI(SNA), VT(SNA), WA(SNA)","NB(SNA), NF(SNA), NS(SNA), ON(SNA), QC(SNA), SK(SNA)",
GRIN-Global 2021,Kuhnlein and Turner 2020,Allium schoenoprasum var. sibiricum,"Onions, Garlic, Leeks",,Allium,Allium schoenoprasum,var.,schoenoprasum,Allium schoenoprasum var. sibiricum (L.) Hartm.,Y,N,Y,Y,Y,,gathered as 'wild chives',N,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,,,,,,,,,,,T5,N5,"AK(SNR), CO(SNR), CT(SNR), IL(SNA), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(SNR), NH(SNR), NJ(SNR), NY(SNR), OH(SNR), OR(SNR), PA(SNR), VA(SNR), VT(SNR), WA(SNR), WI(SNR), WY(SNR)","AB(SNR), BC(SNR), LB(SU), MB(SNR), NB(S4), NF(S2S3), NS(S2), NT(S4), ON(S4), QC(S4), SK(S3), YT(SNR)",
Davidson 1995,Kuhnlein and Turner 2020,Allium stellatum,"Onions, Garlic, Leeks",,Allium,Allium stellatum,NA,NA,Allium stellatum Nutt. ex Ker Gawl.,,,Y,Y,Y,,"prairie onion or pink flowered onion, both the bulbs and greens consumed",Y,Forage and Feed,,NA,Vegetables,,,NA,1,Assume distant,1C,,,,,,,,,,,G5,N5,"AL(SNR), AR(S4), GA(S1), IA(S4), IL(S2), IN(SNA), KS(SNR), KY(S2?), MI(SNR), MN(SNR), MO(SNR), ND(SNR), NE(SNR), OH(SNR), OK(SNR), SD(SNR), TV(SNR), TX(SNR), WI(S3)","MB(S5), ON(S4), SK(S4)",
Davidson 1995,Kuhnlein and Turner 2020,Allium textile,"Onions, Garlic, Leeks",,Allium,Allium textile,NA,NA,Allium textile A.Nelson & J.F.Macbr.,,,Y,Y,Y,,wild onion; blubs and greens,Y,Forage and Feed,,NA,Vegetables,,,NA,1,Assume distant,1C,,,,,,,,,,,G5,N5,"CO(SNR), IA(SNR), ID(SNR), KS(S2), MN(SNR), MT(S4), ND(SNR), NE(SNR), NM(SNR), NV(SNR), SD(SNR), UT(SNR), WA(SNR), WY(S5)","AB(S5), MB(S3), SK(S4S5)",
Davidson 1995,Kuhnlein and Turner 2020,Allium tricoccum,"Onions, Garlic, Leeks",,Allium,Allium tricoccum,NA,NA,Allium tricoccum Aiton,,Y,N,Y,Y,,ramps'; leaves and bulbs,Y,Forage and Feed,,NA,Vegetables,,,NA,1,Assume distant,1C,,,,,,,,,,,G5,N4,NY(SNR),"MB(SNA), NB(S2), NS(S1), ON(S4), QC(S3)",
Davidson 1995,Kuhnlein and Turner 2020,Allium tricoccum var. burdickii,"Onions, Garlic, Leeks",,Allium,Allium tricoccum,var.,burdickii,Allium tricoccum var. burdickii Hanes,,Y,Y,Y,Y,,ramps'; leaves and bulbs,Y,Forage and Feed,,NA,Vegetables,,,NA,1,Assume distant,1C,,,,,,,,,,,G4,N3,"GS(SNR), IA(SNR), IL(S3?), IN(S4), KY(S3S4), ME(SNR), MI(SNR), MN(SNR), MO(S2), ND(SNR), NE(S2), NH(S1), NJ(SNR), NY(SH), OH(SNR), PA(SNR), SD(SNR), TN(S1S2), TV(SNR), VT(SH), WI(SNR), WV(SNR)","NS(S1?), ON(S1?), QC(S3?)",
Davidson 1995,Kuhnlein and Turner 2020,Allium tricoccum var. tricoccum,"Onions, Garlic, Leeks",,Allium,Allium tricoccum,var.,tricoccum,Allium tricoccum Aiton var. tricoccum,,Y,Y,Y,Y,,ramps'; leaves and bulbs,Y,Forage and Feed,,NA,Vegetables,,,NA,1,Assume distant,1C,,,,,,,,,,,G5,N4,"AL(S1), CT(SNR), DC(SNR), DE(S3), GA(S3?), GS(P3P4), IA(S4), IL(S3?), IN(S4), KY(S4), MA(SNR), MD(SNR), ME(S3), MI(SNR), MN(SNR), MO(SNR), NC(S4), ND(S3), NE(SNR), NH(SNR), NJ(S4), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(S1), SD(SNR), TN(S1S2), TV(SNR), VA(S5), VT(S4S5), WI(SNR), WV(S4)","MB(SNA), NB(S2), NS(S1), ON(S4), QC(S3)",
Davidson 1995,Kuhnlein and Turner 2020,Alnus alnobetula,Alder,,Alnus,Alnus alnobetula,NA,NA,Alnus alnobetula (Ehrh.) K.Koch,,Y,N,Y,Y,,inner bark,Y,Forage and Feed,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,G5,N5,"AK(SNR), CA(SNR), ID(SNR), MA(SNR), ME(SNR), MI(SNR), MN(SNR), MT(S5), NC(SNR), NH(SNR), NY(SNR), OR(SNR), PA(S1), TN(SNR), TV(SNR), VT(S3), WA(SNR), WI(SNR), WY(SNR)","AB(S5), BC(S5), LB(S5), MB(S5), NB(S5), NF(S5), NS(S5), NT(SNR), NU(S4), ON(S5), PE(S5), QC(SNR), SK(S5), YT(S5)",
Davidson 1995,Kuhnlein and Turner 2020,Alnus alnobetula subsp. crispa,Alder,,Alnus,Alnus alnobetula,subsp.,crispa,Alnus alnobetula subsp. crispa (Aiton) Raus,,Y,Y,Y,Y,,inner bark,Y,Forage and Feed,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,T5,N5,"MA(S2), ME(SNR), MI(SNR), MN(SNR), NC(S1), NH(SNR), NY(S3), PA(S1), TN(S1), TV(SNR), VT(S3), WI(SNR), WY(SNR)","AB(S4S5), BC(S4), LB(S5), MB(S5), NB(S5), NF(S5), NS(S5), NU(SU), ON(S5), PE(S5), QC(S5), SK(S4)",
Davidson 1995,Kuhnlein and Turner 2020,Alnus alnobetula subsp. sinuata,Alder,,Alnus,Alnus alnobetula,subsp.,sinuata,Alnus alnobetula subsp. sinuata (Regel) Raus,,Y,Y,Y,Y,,inner bark,Y,Forage and Feed,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,T5,N5,"AK(SNR), CA(SNR), ID(SNR), MT(SNR), OR(SNR), WA(SNR), WY(S2)","AB(S4S5), BC(S5), NT(SNR), YT(S4)",
Davidson 1995,Kuhnlein and Turner 2020,Alnus incana,Alder,,Alnus,Alnus incana,NA,NA,Alnus incana (L.) Moench,,Y,N,Y,Y,,inner bark,Y,Forage and Feed,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,G5,N5,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), IA(SNR), ID(SNR), IL(SNR), IN(S3?), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MT(S4S5), ND(SNR), NH(SNR), NJ(SNR), NM(SNR), NN(SNR), NV(SNR), NY(SNR), OH(SNR), OR(SNR), PA(S5), RI(SNR), UT(SNR), VA(S2), VT(SNR), WA(SNR), WI(SNR), WV(S4), WY(S3)","AB(S5), BC(S5), LB(S4S5), MB(S5), NB(S5), NF(S5), NS(S5), NT(SNR), NU(SU), ON(S5), PE(S5), QC(SNR), SK(S5), YT(S5)",
Davidson 1995,Kuhnlein and Turner 2020,Alnus incana subsp. rugosa,Alder,,Alnus,Alnus incana,subsp.,rugosa,Alnus incana subsp. rugosa (Du Roi) R.T.Clausen,,Y,Y,Y,Y,,inner bark,Y,Forage and Feed,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,T5,N5,"CT(SNR), IA(S3), IL(S1), IN(S3?), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), ND(SNR), NH(SNR), NJ(S3S4), NY(S5), OH(SNR), PA(S5), RI(SNR), VA(S2), VT(SNR), WI(SNR), WV(S4)","LB(S4S5), MB(S5), NB(S5), NF(S5), NS(S5), NU(SU), ON(S5), PE(S5), QC(S5), SK(S4)",
Davidson 1995,Kuhnlein and Turner 2020,Alnus incana subsp. tenuifolia,Alder,,Alnus,Alnus incana,subsp.,tenuifolia,Alnus incana subsp. tenuifolia (Nutt.) Breitung,,Y,Y,Y,Y,,inner bark,Y,Forage and Feed,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,T5,N5,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MT(SNR), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(SNR)","AB(S5), BC(S5), NT(SNR), SK(S4), YT(S5)",
Davidson 1995,Kuhnlein and Turner 2020,Alnus rubra,Alder,,Alnus,Alnus rubra,NA,NA,Alnus rubra Bong.,,,Y,Y,Y,,inner bark and catkins,Y,Forage and Feed,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,G5,N5,"AK(SNR), CA(SNR), ID(SNR), MT(S2S3), OR(SNR), WA(SNR)",BC(S5),
CANADENSYS 2021,,Alnus serrulata,Alder,,Alnus,Alnus serrulata,NA,NA,Alnus serrulata (Aiton) Willd.,,,Y,Y,Y,,inner bark and catkins,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,G5,N3,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(S5), GS(P4), IL(S3?), IN(S4S5), KS(SH), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MO(SNR), MS(SNR), NC(S5), NH(SNR), NJ(S5), NY(S5), OH(SNR), OK(SNR), PA(S5), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WV(S5)","NB(S2), NS(S3), QC(S2)",
Davidson 1995,Kuhnlein and Turner 2020,Amaranthus albus,Amaranth,,Amaranthus,Amaranthus albus,NA,NA,Amaranthus albus L.,,,Y,Y,Y,,greens and seeds used,N,Forage and Feed,Ornamentals,NA,Cereals and pseudocereals,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,GNR,NNA,"AK(SNR), AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNA), CT(SNR), DC(SNA), DE(SNA), FL(SNR), GA(SNA), GS(PNA), IA(S5), ID(SNR), IL(S5), IN(SNA), KS(SNR), KY(S4S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(SNA), NC(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(SNA), NM(SNR), NN(SNR), NV(SNR), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SNA), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(S5), VT(SNR), WA(SNR), WI(SNR), WV(SNA), WY(SNA)","AB(SNA), BC(SNA), MB(SNA), NB(SNA), NS(SNA), ON(SNA), PE(SNA), QC(SNA), SK(S4)",
Davidson 1995,Kuhnlein and Turner 2020,Amaranthus californicus,Amaranth,,Amaranthus,Amaranthus californicus,NA,NA,Amaranthus californicus (Moq.) S.Watson,,,Y,Y,Y,,greens and seeds used,Y,Forage and Feed,Ornamentals,NA,Cereals and pseudocereals,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,G4,N2,"CA(SNR), ID(SNR), KS(S1), MT(S3S4), NE(S2), NV(SNR), OR(SNR), TX(SNR), UT(S1), WA(SNR), WY(S2)","AB(S2S3), SK(S2)",
GRIN-Global 2021,Kuhnlein and Turner 2020,Amaranthus hybridus,Amaranth,,Amaranthus,Amaranthus hybridus,NA,NA,Amaranthus hybridus L.,,,Y,Y,Y,,greens and seeds used,N,Food,Ornamentals,NA,Cereals and pseudocereals,Ornamentals,,NA,1,Progenitor,1A,,,,,,,,,,,G5,NNA,"AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(S2), CT(SNR), DC(SNA), DE(SNA), FL(SNR), GA(SNA), GS(PNA), HI(SNA), IA(SNA), ID(SNR), IL(S5), IN(SNA), KS(SNR), KY(SNA), LA(SNR), MA(SNR), MD(SNR), ME(SNA), MI(SNA), MN(SNA), MO(SNR), MS(SNR), MT(SNA), NC(SNA), ND(SNR), NE(SNR), NH(SNR), NJ(SNA), NM(SNR), NN(SNR), NV(SNR), NY(SNR), OH(SNR), OK(SNR), PA(SNA), RI(SNA), SC(SNR), SD(SNR), TN(SNR), TX(SNR), VA(SNA), VT(SNR), WA(SNR), WI(SNR), WV(S5)","MB(SNA), NS(SNA), ON(SNA), QC(SNA)",
GRIN-Global 2021,Kuhnlein and Turner 2020,Amaranthus retroflexus,Amaranth,,Amaranthus,Amaranthus retroflexus,NA,NA,Amaranthus retroflexus L.,,,Y,Y,Y,,greens and seeds used,N,Food,Ornamentals,NA,Cereals and pseudocereals,Ornamentals,,NA,1,Secondary,1B,,,,,,,,,,,G5,N5,"AK(SNA), AL(SNA), AR(SNA), AZ(SNA), CA(SNA), CO(SNA), CT(SNA), DC(SNA), DE(SNA), FL(SNA), GA(SNA), GS(PNA), IA(SNA), ID(SNA), IL(SNA), IN(SNA), KS(SNA), KY(SNA), LA(SNA), MA(SNR), MD(SNA), ME(SNA), MI(SNA), MN(SNA), MO(SNA), MS(SNA), MT(SNR), NC(SNA), ND(SNA), NE(SNA), NH(SNA), NJ(SNA), NM(SNA), NN(SNR), NV(SNA), NY(SNA), OH(SNA), OK(SNA), OR(SNA), PA(SNA), RI(SNA), SC(SNA), SD(SNA), TN(SNA), TX(SNA), UT(SNA), VA(SNA), VT(SNA), WA(SNA), WI(SNA), WV(SNA), WY(S3S4)","AB(SNA), BC(SNA), MB(SNA), NB(SNA), NF(SNA), NS(SNA), NT(SNA), ON(SNA), PE(SNA), QC(SNA), SK(SNA)",
Davidson 1995,,Amaranthus tuberculatus,Amaranth,,Amaranthus,Amaranthus tuberculatus,NA,NA,Amaranthus tuberculatus (Moq.) Sauer,,,Y,Y,N,,,Y,Forage and Feed,Ornamentals,NA,Cereals and pseudocereals,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,GNR,N4,"AL(SNR), AR(SNR), CA(SNR), CO(SNR), CT(SNR), DE(SNR), GA(SNR), IA(S5), ID(SNR), IL(S3S4), IN(SNR), KS(SNR), KY(SNA), LA(SNR), MA(SNR), MD(SNR), ME(SNA), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(SNA), ND(SNR), NE(SNR), NH(SNR), NM(SNR), NV(SNR), NY(SNR), OH(SNR), PA(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), VT(SNR), WA(SNR), WI(SNR), WV(SNR)","MB(S1?), ON(S4), ON(S4), QC(SNA)",
Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Ambrosia chamissonis,Ragweed,,Ambrosia,Ambrosia chamissonis,NA,NA,Ambrosia chamissonis (Less.) Greene,,,Y,N,Y,,medicinal properties,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,G5,N5,"AK(S2), CA(SNR), OR(SNR), WA(SNR)",BC(S5),
Davidson 1995,Kuhnlein and Turner 2020,Amelanchier alnifolia,Saskatoon,,Amelanchier,Amelanchier alnifolia,NA,NA,Amelanchier alnifolia (Nutt.) Nutt.,,N,N,Y,Y,,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Forage and Feed,Ornamentals,NA,Fruits,Ornamentals,,NA,1,Progenitor,1A,,,,,,,,,,,G5,NNR,"AK(SNR), CA(SNR), CO(SNR), IA(S1), ID(SNR), MN(SNR), MT(S5), ND(SNR), NE(SNR), NV(SNR), OR(SNR), SD(SNR), UT(SNR), WA(SNR), WY(SNR)","AB(S5), BC(S5), MB(S5), NT(SNR), ON(S4?), SK(SNR), YT(SNR)",
Davidson 1995,Kuhnlein and Turner 2020,Amelanchier alnifolia var. alnifolia,Saskatoon,,Amelanchier,Amelanchier alnifolia,var.,alnifolia,Amelanchier alnifolia  (Nutt.) Nutt. var. alnifolia,,N,Y,Y,Y,,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Forage and Feed,Ornamentals,NA,Fruits,Ornamentals,,NA,1,Progenitor,1A,,,,,,,,,,,T5,N5,"AK(SNR), CO(SNR), ID(SNR), MT(SNR), ND(SNR), NE(SNR), NV(SNR), OR(SNR), SD(SNR), UT(SNR), WA(SNR), WY(S5)","AB(S5), BC(S5), MB(S5), NT(SNR), ON(S4?), SK(S5), YT(S4)",
Davidson 1995,,Amelanchier alnifolia var. humptulipensis,Saskatoon,,Amelanchier,Amelanchier alnifolia,var.,humptulipensis,Amelanchier alnifolia var. humptulipensis (G.N.Jones) C.L.Hitchc.,,N,Y,Y,Y,,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Forage and Feed,Ornamentals,NA,Fruits,Ornamentals,,NA,1,Progenitor,1A,,,,,,,,,,,T4,NNR,WA(SNR),BC(SNR),
Davidson 1995,Kuhnlein and Turner 2020,Amelanchier alnifolia var. pumila,Saskatoon,,Amelanchier,Amelanchier alnifolia,var.,pumila,Amelanchier alnifolia var. pumila (Torr. & A.Gray) C.K.Schneid.,,N,Y,Y,Y,,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Forage and Feed,Ornamentals,NA,Fruits,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,G5,NNR,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MT(SNR), NM(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S3S4)",AB(SU),
Davidson 1995,Kuhnlein and Turner 2020,Amelanchier alnifolia var. semiintegrifolia,Saskatoon,,Amelanchier,Amelanchier alnifolia,var.,semiintegrifolia,Amelanchier alnifolia var. semiintegrifolia (Hook.) C.L.Hitchc.,,N,Y,Y,Y,,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Forage and Feed,Ornamentals,NA,Fruits,Ornamentals,,NA,1,Progenitor,1A,,,,,,,,,,,T4,NNR,"AK(SNR), CA(SNR), OR(SNR), WA(SNR)",BC(SNR),
Davidson 1995,Kuhnlein and Turner 2020,Amelanchier arborea,Saskatoon,,Amelanchier,Amelanchier arborea,NA,NA,Amelanchier arborea (F.Michx.) Fernald,,,Y,Y,Y,,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Forage and Feed,Ornamentals,NA,Fruits,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,G5,NNR,"AL(S1?), AR(SNR), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(S5?), GS(P3), IA(S4), IL(SNR), IN(S5), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NE(S4), NH(SNR), NJ(SNR), NY(S5), OH(SNR), OK(SNR), PA(S5), RI(SNR), SC(SNR), TN(SNR), TV(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)","NB(S4), NS(S4S5), ON(S5), QC(S3S4)",
Davidson 1995,Kuhnlein and Turner 2020,Amelanchier bartramiana,Saskatoon,,Amelanchier,Amelanchier bartramiana,NA,NA,Amelanchier bartramiana (Tausch) M.Roem.,,,Y,Y,Y,,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Forage and Feed,Ornamentals,NA,Fruits,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,G5,N5,"MA(S2), ME(SNR), MI(SNR), MN(SNR), NH(SNR), NY(S4), PA(S1), VT(SNR), WI(SNR), WV(S2)","LB(S4S5), NB(S5), NF(S5), NS(S5), NU(SU), ON(S5), PE(S4), QC(S5)",
Davidson 1995,Kuhnlein and Turner 2020,Amelanchier canadensis,Saskatoon,,Amelanchier,Amelanchier canadensis,NA,NA,Amelanchier canadensis (L.) Medik.,,,Y,Y,Y,,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Forage and Feed,Ornamentals,NA,Fruits,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,G5,N4,"CT(SNR), DC(SNR), DE(SNR), GA(SNR), MA(SNR), MD(SNR), ME(SNR), NC(SNR), NH(SNR), NJ(SNR), NY(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), VA(SNR), VT(SNR)","NB(S3), NS(S4S5), PE(S1S3), QC(SNR)",
Davidson 1995,Kuhnlein and Turner 2020,Amelanchier cusickii,Saskatoon,,Amelanchier,Amelanchier cusickii,NA,NA,Amelanchier cusickii Fernald,,,Y,Y,Y,,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Forage and Feed,Ornamentals,NA,Fruits,Ornamentals,,NA,1,Progenitor,1A,,,,,,,,,,,T5,N5,"ID(SNR), MT(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(SNR)",BC(S5),
Davidson 1995,Kuhnlein and Turner 2020,Amelanchier humilis,Saskatoon,,Amelanchier,Amelanchier humilis,NA,NA,Amelanchier humilis Wiegand,,,Y,Y,Y,,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Forage and Feed,Ornamentals,NA,Fruits,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,G5,N5,"IA(S3), IL(SNR), IN(S1), KS(SNR), MD(S1), ME(S4), MN(SNR), MO(SNR), ND(SNR), NE(S3), NJ(S1), NY(S4), OH(S1), PA(S1), SC(SNR), SD(SNR), VT(SNR), WI(SNR)","MB(S2?), ON(S5), QC(S4), SK(S2)",
Davidson 1995,Kuhnlein and Turner 2020,Amelanchier interior,Saskatoon,,Amelanchier,Amelanchier interior,NA,NA,Amelanchier interior Nielsen,,,Y,Y,Y,,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Forage and Feed,Ornamentals,NA,Fruits,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,G5,N5,"IA(S3), IL(S1), IN(SNR), ME(SNR), MI(S5), MN(SNR), NY(S4?), OH(S1), SD(SNR), VT(SNR), WI(SNR)","NB(S5), NF(SU), NS(S4S5), ON(SU), PE(S4S5), QC(S4)",
Davidson 1995,Kuhnlein and Turner 2020,Amelanchier intermedia,Saskatoon,,Amelanchier,Amelanchier intermedia,NA,NA,Amelanchier intermedia Spach,,,Y,Y,Y,,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Forage and Feed,Ornamentals,NA,Fruits,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,GNA,N5,"CT(SNA), MD(SNA), ME(SNA), MI(SNA), MN(SNA), NC(SNA), NJ(SNA), NY(SNA), PA(SNR), VT(SU)","NB(S4S5), NS(S4S5), ON(SU), PE(SU), QC(S3)",
Davidson 1995,Kuhnlein and Turner 2020,Amelanchier laevis,Saskatoon,,Amelanchier,Amelanchier laevis,NA,NA,Amelanchier laevis Wiegand,,,Y,Y,Y,,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Forage and Feed,Ornamentals,NA,Fruits,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,G5,N5,"AL(SNR), CT(SNR), DC(S5), GA(S3?), GS(P4), IA(SNR), IL(SNR), IN(S5), KY(S3S4), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), NC(S3), NH(SNR), NJ(S4), NY(S5), OH(SNR), PA(S5), RI(SNR), SC(SNR), TN(SNR), VA(S4), VT(SNR), WI(SNR), WV(S4)","NB(S5), NF(S4S5), NS(S5), ON(S5), PE(S3S4), QC(S4)",
Davidson 1995,Kuhnlein and Turner 2020,Amelanchier sanguinea,Saskatoon,,Amelanchier,Amelanchier sanguinea,NA,NA,Amelanchier sanguinea (Pursh) DC.,,,Y,Y,Y,,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Forage and Feed,Ornamentals,NA,Fruits,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,G5,NNR,"GA(S1?), GS(P1), IA(S3), IL(S1), KY(S1), MA(S3), MD(S1), ME(S4), MI(SNR), MN(SNR), MO(SNR), NC(S3), NE(SNR), NH(SNR), NJ(SNR), NY(S5), OH(S3), PA(S2), TN(S2), TV(SNR), VA(S3), VT(SNR), WI(SNR), WV(S4)","MB(S2S3), NB(SNR), ON(SNR), QC(S4), SK(SNR)",
Davidson 1995,Kuhnlein and Turner 2020,Amelanchier spicata,Saskatoon,,Amelanchier,Amelanchier spicata,NA,NA,Amelanchier spicata (Lam.) K.Koch,,,Y,Y,Y,,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Forage and Feed,Ornamentals,NA,Fruits,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,G5,N5,"AL(SNR), CT(SNR), GA(SNR), IA(SNR), IL(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), NC(SNR), ND(SNR), NH(SNR), NJ(SNR), NY(SNR), OH(SNR), PA(SNR), RI(SNR), SC(SNR), VA(SNR), VT(SNR), WI(SNR), WV(SNR)","MB(S1), NB(S5), NF(S3S4), NS(S3), ON(S4), PE(S2), QC(SNR)",
